Timestamp,Session ID,Building,Floor,Localization Time (s),Localization Success,Navigation Time (s),Navigation Success
2024-11-11 10:00:55,Vinay19,LightHouse,6_floor,1.5,Success,0.17,Success
2024-11-11 10:00:55,Vinay19,LightHouse,6_floor,1.31,Success,,
2024-11-11 10:00:56,Vinay19,LightHouse,6_floor,0.92,Success,0.16,Success
2024-11-11 10:00:56,Vinay19,LightHouse,6_floor,0.68,Success,0.11,Success
2024-11-11 10:00:57,Vinay19,LightHouse,6_floor,1.01,Success,0.09,Success
2024-11-11 10:00:58,Vinay19,LightHouse,6_floor,1.42,Success,0.19,Success
2024-11-11 10:00:58,Vinay19,LightHouse,6_floor,1.51,Success,0.1,Success
2024-11-11 10:00:58,Vinay19,LightHouse,6_floor,1.19,Success,,
2024-11-11 10:00:59,Vinay19,LightHouse,6_floor,1.58,Success,0.09,Success
2024-11-11 10:00:59,Vinay19,LightHouse,6_floor,1.47,Success,,
2024-11-11 10:01:00,Vinay19,LightHouse,6_floor,1.31,Success,0.11,Success
2024-11-11 10:01:00,Vinay19,LightHouse,6_floor,1.51,Success,0.09,Success
2024-11-11 10:01:02,Vinay19,LightHouse,6_floor,2.21,Success,0.09,Success
2024-11-11 10:01:02,Vinay19,LightHouse,6_floor,2.07,Success,0.09,Success
2024-11-11 10:01:02,Vinay19,LightHouse,6_floor,1.46,Success,0.09,Success
2024-11-11 10:01:02,Vinay19,LightHouse,6_floor,1.75,Success,,
2024-11-11 10:01:03,Vinay19,LightHouse,6_floor,1.68,Success,0.09,Success
2024-11-11 10:01:04,Vinay19,LightHouse,6_floor,1.23,Success,0.09,Success
2024-11-11 10:01:04,Vinay19,LightHouse,6_floor,1.51,Success,0.09,Success
2024-11-11 10:01:05,Vinay19,LightHouse,6_floor,1.68,Success,0.09,Success
2024-11-11 10:01:05,Vinay19,LightHouse,6_floor,1.51,Success,,
2024-11-11 10:01:05,Vinay19,LightHouse,6_floor,1.33,Success,,
2024-11-11 10:01:05,Vinay19,LightHouse,6_floor,1.5,Success,,
2024-11-11 10:01:29,Vinay19,LightHouse,6_floor,0.44,Success,0.09,Success
2024-11-11 10:02:15,Vinay19,LightHouse,6_floor,0.48,Success,0.09,Success
2024-11-11 10:02:36,Vinay19,LightHouse,6_floor,0.45,Success,0.09,Success
2024-11-11 10:02:36,Vinay19,LightHouse,6_floor,0.44,Success,,
2024-11-11 10:02:55,Vinay19,LightHouse,6_floor,0.44,Success,0.09,Success
2024-11-11 10:02:56,Vinay19,LightHouse,6_floor,0.43,Success,,
2024-11-11 10:05:17,Vinay19,LightHouse,6_floor,0.52,Success,0.02,Success
2024-11-11 10:05:57,Vinay19,LightHouse,6_floor,0.48,Success,0.02,Success
2024-11-11 10:07:28,Vinay19,LightHouse,6_floor,39.79,Success,0.02,Success
2024-11-11 10:07:45,Vinay19,LightHouse,6_floor,0.47,Success,0.09,Success
2024-11-11 10:08:15,Vinay19,LightHouse,6_floor,0.47,Success,0.09,Success
2024-11-11 10:19:23,Vinay19,LightHouse,6_floor,0.45,Success,0.09,Success
2024-11-11 10:19:24,Vinay19,LightHouse,6_floor,0.45,Success,,
2024-11-11 10:19:59,Vinay19,LightHouse,6_floor,0.46,Success,0.09,Success
2024-11-11 10:21:47,Vinay19,LightHouse,6_floor,39.52,Success,0.09,Success
2024-11-11 10:21:48,Vinay19,LightHouse,6_floor,0.41,Success,,
2024-11-11 10:22:06,Vinay19,LightHouse,6_floor,0.46,Success,0.09,Success
2024-11-11 10:22:07,Vinay19,LightHouse,6_floor,0.45,Success,,
2024-11-11 10:23:47,Vinay19,LightHouse,6_floor,39.81,Success,0.09,Success
2024-11-11 10:24:03,Vinay19,LightHouse,6_floor,0.39,Failed,,
2024-11-11 10:24:07,Vinay19,LightHouse,6_floor,0.41,Failed,,
2024-11-11 10:24:11,Vinay19,LightHouse,6_floor,0.4,Failed,,
2024-11-11 10:24:17,Vinay19,LightHouse,6_floor,0.62,Success,0.11,Success
2024-11-11 10:24:24,Vinay19,LightHouse,6_floor,0.63,Success,0.15,Success
2024-11-11 10:24:43,Vinay19,LightHouse,6_floor,0.42,Success,0.09,Success
2024-11-11 10:24:51,Vinay19,LightHouse,6_floor,0.49,Success,0.15,Success
2024-11-11 10:24:59,Vinay19,LightHouse,6_floor,0.49,Success,0.15,Success
2024-11-11 10:25:23,Vinay19,LightHouse,6_floor,0.5,Success,0.09,Success
2024-11-11 10:25:31,Vinay19,LightHouse,6_floor,0.49,Success,0.09,Success
2024-11-11 10:25:37,Vinay19,LightHouse,6_floor,0.44,Success,0.09,Success
2024-11-11 10:25:46,Vinay19,LightHouse,6_floor,0.44,Success,0.14,Success
2024-11-11 10:25:52,Vinay19,LightHouse,6_floor,0.5,Success,0.13,Success
2024-11-11 10:26:49,Vinay19,LightHouse,6_floor,0.47,Success,0.12,Success
2024-11-11 10:27:13,Vinay19,LightHouse,6_floor,0.45,Success,0.14,Success
2024-11-11 10:27:40,Vinay19,LightHouse,6_floor,0.45,Success,0.11,Success
2024-11-11 10:32:44,Vinay19,LightHouse,6_floor,39.58,Success,0.09,Success
2024-11-11 10:33:10,Vinay19,LightHouse,6_floor,0.48,Success,0.14,Success
2024-11-11 10:33:31,Vinay19,LightHouse,6_floor,0.39,Failed,,
2024-11-11 10:33:38,Vinay19,LightHouse,6_floor,0.39,Failed,,
2024-11-11 10:33:42,Vinay19,LightHouse,6_floor,0.39,Failed,,
2024-11-11 10:33:47,Vinay19,LightHouse,6_floor,0.43,Success,0.08,Success
2024-11-11 10:33:55,Vinay19,LightHouse,6_floor,0.41,Success,0.09,Success
2024-11-11 10:34:02,Vinay19,LightHouse,6_floor,0.4,Failed,,
2024-11-11 10:34:05,Vinay19,LightHouse,6_floor,0.38,Failed,,
2024-11-11 10:34:09,Vinay19,LightHouse,6_floor,0.39,Failed,,
2024-11-11 10:34:14,Vinay19,LightHouse,6_floor,0.39,Failed,,
2024-11-11 10:40:28,Vinay19,LightHouse,6_floor,0.4,Failed,,
2024-11-11 10:40:40,Vinay19,LightHouse,6_floor,0.4,Failed,,
2024-11-11 10:40:49,Vinay19,LightHouse,6_floor,0.41,Success,0.07,Success
2024-11-11 10:41:11,Vinay19,LightHouse,6_floor,0.4,Failed,,
2024-11-11 10:41:21,Vinay19,LightHouse,6_floor,0.47,Success,0.07,Success
2024-11-11 10:48:28,Vinay19,LightHouse,6_floor,39.75,Success,0.09,Failed
2024-11-11 10:48:57,Vinay19,LightHouse,6_floor,0.45,Success,0.09,Failed
2024-11-11 10:52:48,Vinay19,LightHouse,3_floor,79.55,Success,0.09,Success
2024-11-11 10:53:02,Vinay19,LightHouse,3_floor,0.5,Failed,,
2024-11-11 10:53:05,Vinay19,LightHouse,3_floor,0.49,Failed,,
2024-11-11 10:53:09,Vinay19,LightHouse,3_floor,0.51,Failed,,
2024-11-11 10:53:15,Vinay19,LightHouse,3_floor,0.5,Success,0.11,Success
2024-11-11 10:53:59,Vinay19,LightHouse,3_floor,0.5,Failed,,
2024-11-11 10:54:05,Vinay19,LightHouse,3_floor,0.52,Failed,,
2024-11-11 10:54:10,Vinay19,LightHouse,3_floor,0.54,Success,0.09,Success
2024-11-11 10:54:41,Vinay19,LightHouse,3_floor,1.62,Success,0.08,Success
2024-11-11 10:55:36,Vinay19,LightHouse,3_floor,1.51,Success,0.08,Success
2024-11-11 11:13:21,Vinay19,LightHouse,6_floor,40.08,Success,0.12,Failed
